tile_name,patch_file,lon_center,lat_center
8602837_3331429.tif,8602722.9885_3331543.1100.png,8602722.988530887,3331543.1100454265
8602837_3331429.tif,8603028.7366_3331543.1100.png,8603028.736643985,3331543.1100454265
8602837_3331429.tif,8603334.4848_3331543.1100.png,8603334.484757084,3331543.1100454265
8602837_3331429.tif,8603640.2329_3331543.1100.png,8603640.23287018,3331543.1100454265
8602837_3331429.tif,8603945.9810_3331543.1100.png,8603945.98098328,3331543.1100454265
8602837_3331429.tif,8604175.2921_3331543.1100.png,8604175.292068101,3331543.1100454265
8602837_3331429.tif,8601499.9961_3331237.3619.png,8601499.996078495,3331237.361932329
8602837_3331429.tif,8601805.7442_3331237.3619.png,8601805.744191594,3331237.361932329
8602837_3331429.tif,8602111.4923_3331237.3619.png,8602111.49230469,3331237.361932329
8602837_3331429.tif,8602417.2404_3331237.3619.png,8602417.24041779,3331237.361932329
8602837_3331429.tif,8602722.9885_3331237.3619.png,8602722.988530887,3331237.361932329
8602837_3331429.tif,8603028.7366_3331237.3619.png,8603028.736643985,3331237.361932329
8602837_3331429.tif,8603334.4848_3331237.3619.png,8603334.484757084,3331237.361932329
8602837_3331429.tif,8603640.2329_3331237.3619.png,8603640.23287018,3331237.361932329
8602837_3331429.tif,8603945.9810_3331237.3619.png,8603945.98098328,3331237.361932329
8602837_3331429.tif,8604175.2921_3331237.3619.png,8604175.292068101,3331237.361932329
8602837_3331429.tif,8601499.9961_3330931.6138.png,8601499.996078495,3330931.6138192303
8602837_3331429.tif,8601805.7442_3330931.6138.png,8601805.744191594,3330931.6138192303
8602837_3331429.tif,8602111.4923_3330931.6138.png,8602111.49230469,3330931.6138192303
8602837_3331429.tif,8602417.2404_3330931.6138.png,8602417.24041779,3330931.6138192303
8602837_3331429.tif,8602722.9885_3330931.6138.png,8602722.988530887,3330931.6138192303
8602837_3331429.tif,8603028.7366_3330931.6138.png,8603028.736643985,3330931.6138192303
8602837_3331429.tif,8603334.4848_3330931.6138.png,8603334.484757084,3330931.6138192303
8602837_3331429.tif,8603640.2329_3330931.6138.png,8603640.23287018,3330931.6138192303
8602837_3331429.tif,8603945.9810_3330931.6138.png,8603945.98098328,3330931.6138192303
8602837_3331429.tif,8604175.2921_3330931.6138.png,8604175.292068101,3330931.6138192303
8602837_3331429.tif,8601499.9961_3330625.8657.png,8601499.996078495,3330625.8657061327
8602837_3331429.tif,8601805.7442_3330625.8657.png,8601805.744191594,3330625.8657061327
8602837_3331429.tif,8602111.4923_3330625.8657.png,8602111.49230469,3330625.8657061327
8602837_3331429.tif,8602417.2404_3330625.8657.png,8602417.24041779,3330625.8657061327
8602837_3331429.tif,8602722.9885_3330625.8657.png,8602722.988530887,3330625.8657061327
8602837_3331429.tif,8603028.7366_3330625.8657.png,8603028.736643985,3330625.8657061327
8602837_3331429.tif,8603334.4848_3330625.8657.png,8603334.484757084,3330625.8657061327
8602837_3331429.tif,8603640.2329_3330625.8657.png,8603640.23287018,3330625.8657061327
8602837_3331429.tif,8603945.9810_3330625.8657.png,8603945.98098328,3330625.8657061327
8602837_3331429.tif,8604175.2921_3330625.8657.png,8604175.292068101,3330625.8657061327
8602837_3331429.tif,8601499.9961_3330320.1176.png,8601499.996078495,3330320.117593035
8602837_3331429.tif,8601805.7442_3330320.1176.png,8601805.744191594,3330320.117593035
8602837_3331429.tif,8602111.4923_3330320.1176.png,8602111.49230469,3330320.117593035
8602837_3331429.tif,8602417.2404_3330320.1176.png,8602417.24041779,3330320.117593035
8602837_3331429.tif,8602722.9885_3330320.1176.png,8602722.988530887,3330320.117593035
8602837_3331429.tif,8603028.7366_3330320.1176.png,8603028.736643985,3330320.117593035
8602837_3331429.tif,8603334.4848_3330320.1176.png,8603334.484757084,3330320.117593035
8602837_3331429.tif,8603640.2329_3330320.1176.png,8603640.23287018,3330320.117593035
8602837_3331429.tif,8603945.9810_3330320.1176.png,8603945.98098328,3330320.117593035
8602837_3331429.tif,8604175.2921_3330320.1176.png,8604175.292068101,3330320.117593035
8602837_3331429.tif,8601499.9961_3330090.8065.png,8601499.996078495,3330090.8065082114
8602837_3331429.tif,8601805.7442_3330090.8065.png,8601805.744191594,3330090.8065082114
8602837_3331429.tif,8602111.4923_3330090.8065.png,8602111.49230469,3330090.8065082114
8602837_3331429.tif,8602417.2404_3330090.8065.png,8602417.24041779,3330090.8065082114
8602837_3331429.tif,8602722.9885_3330090.8065.png,8602722.988530887,3330090.8065082114
8602837_3331429.tif,8603028.7366_3330090.8065.png,8603028.736643985,3330090.8065082114
8602837_3331429.tif,8603334.4848_3330090.8065.png,8603334.484757084,3330090.8065082114
8602837_3331429.tif,8603640.2329_3330090.8065.png,8603640.23287018,3330090.8065082114
8602837_3331429.tif,8603945.9810_3330090.8065.png,8603945.98098328,3330090.8065082114
8602837_3331429.tif,8604175.2921_3330090.8065.png,8604175.292068101,3330090.8065082114
8602837_3334180.tif,8601499.9961_3335517.8355.png,8601499.996078495,3335517.8355157003
8602837_3334180.tif,8601805.7442_3335517.8355.png,8601805.744191594,3335517.8355157003
